"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"Resort Hotel",0,105,2017,"August",32,11,2,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient","239",1,1,"Check-Out","2017-08-18"
"Resort Hotel",0,134,2017,"August",34,22,0,5,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient-Party","239",0,2,"Check-Out","2017-08-27"
"Resort Hotel",1,108,2016,"July",29,16,2,6,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"E","E",2,"No Deposit","240",NULL,0,"Transient","239",0,0,"Canceled","2016-04-13"
"City Hotel",0,129,2017,"July",29,21,2,3,2,2,0,"HB","HRV","Direct","Direct",0,0,0,"E","E",2,"No Deposit","14",NULL,0,"Transient","239",0,2,"Check-Out","2017-07-26"
"Resort Hotel",0,54,2016,"July",30,18,3,7,3,0,0,"HB","IRL","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient","239",0,2,"Check-Out","2016-07-28"
"City Hotel",0,0,2016,"October",44,29,0,1,2,1,1,"BB","FRA","Direct","Direct",0,0,0,"F","F",1,"No Deposit","14",NULL,0,"Transient","239",1,1,"Check-Out","2016-10-30"
"Resort Hotel",0,121,2017,"August",31,5,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient-Party","239",0,1,"Check-Out","2017-08-10"
"Resort Hotel",0,121,2017,"August",31,5,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient-Party","239",0,1,"Check-Out","2017-08-10"
"City Hotel",1,27,2017,"August",33,14,1,1,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9",NULL,0,"Transient","239",0,1,"Canceled","2017-07-24"
"City Hotel",1,8,2016,"October",44,29,0,1,2,0,0,"BB","ITA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","239",0,0,"Canceled","2016-10-24"
"Resort Hotel",0,26,2017,"July",30,24,1,3,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,0,"Check-Out","2017-07-28"
"Resort Hotel",0,121,2017,"August",31,5,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient-Party","239",0,1,"Check-Out","2017-08-10"
"Resort Hotel",0,108,2017,"July",28,15,2,5,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient","239",0,2,"Check-Out","2017-07-22"
"City Hotel",0,34,2017,"August",33,16,0,1,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9",NULL,0,"Transient","239",1,1,"Check-Out","2017-08-17"
"City Hotel",1,16,2017,"August",31,3,1,3,3,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","239",0,2,"Canceled","2017-08-01"
"Resort Hotel",0,177,2017,"August",33,19,2,4,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","239",0,1,"Check-Out","2017-08-25"
"Resort Hotel",0,94,2017,"July",30,24,1,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","G",0,"No Deposit","240",NULL,0,"Transient","239",0,1,"Check-Out","2017-07-26"
"City Hotel",0,5,2016,"September",39,24,1,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","239",0,3,"Check-Out","2016-09-26"
"Resort Hotel",1,126,2017,"August",32,6,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242",NULL,0,"Transient","239",0,1,"Canceled","2017-04-05"
"Resort Hotel",0,19,2017,"July",30,23,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",1,1,"Check-Out","2017-07-25"
"Resort Hotel",1,128,2017,"August",32,6,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,1,"Canceled","2017-04-01"
"Resort Hotel",1,126,2017,"August",32,6,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,0,"Canceled","2017-04-05"
"Resort Hotel",1,123,2017,"August",32,6,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,0,"Canceled","2017-04-05"
"Resort Hotel",1,128,2017,"August",32,6,2,3,2,0,0,"BB","GEO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,1,"Canceled","2017-04-01"
"City Hotel",0,10,2017,"June",22,2,2,3,2,1,0,"HB","BEL","Direct","Direct",0,0,0,"E","E",1,"No Deposit","14",NULL,0,"Transient","239",0,1,"Check-Out","2017-06-07"
"City Hotel",0,22,2016,"September",38,16,0,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","239",0,2,"Check-Out","2016-09-18"
"City Hotel",0,2,2017,"August",34,26,0,1,2,1,0,"BB","AUT","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","239",0,0,"Check-Out","2017-08-27"
"Resort Hotel",1,258,2017,"July",28,9,2,0,3,1,0,"BB","BEL","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","239",0,1,"Canceled","2016-10-30"
"City Hotel",0,24,2017,"July",29,16,2,0,2,1,0,"BB","BEL","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","9",NULL,0,"Transient","239",1,2,"Check-Out","2017-07-18"
"Resort Hotel",0,31,2015,"August",35,23,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","239",0,2,"Check-Out","2015-08-28"
"Resort Hotel",0,50,2016,"August",36,31,1,4,2,0,0,"BB","USA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250",NULL,0,"Transient","239",0,0,"Check-Out","2016-09-05"
"Resort Hotel",0,60,2017,"August",32,12,2,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250",NULL,0,"Transient","239",1,2,"Check-Out","2017-08-15"
"Resort Hotel",1,16,2016,"August",34,17,0,4,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,0,"Canceled","2016-08-02"
"Resort Hotel",0,12,2017,"July",30,27,1,3,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","239",0,2,"Check-Out","2017-07-31"
"Resort Hotel",0,161,2017,"August",31,1,0,4,2,1,0,"FB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","134",NULL,0,"Transient","238.75",0,0,"Check-Out","2017-08-05"
"Resort Hotel",1,186,2017,"July",27,3,2,5,3,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","238.71",0,0,"Canceled","2017-01-22"
"Resort Hotel",1,177,2016,"July",29,11,3,9,3,0,0,"Undefined","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","238.63",0,1,"Canceled","2016-04-29"
"Resort Hotel",1,95,2017,"August",34,23,2,5,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","238.57",0,1,"Canceled","2017-06-06"
"Resort Hotel",1,154,2017,"August",33,17,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","238.57",0,2,"Canceled","2017-04-12"
"City Hotel",0,58,2016,"December",53,28,0,4,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"D","A",1,"No Deposit","14",NULL,0,"Transient","238.5",0,1,"Check-Out","2017-01-01"
"Resort Hotel",0,5,2017,"July",29,19,0,3,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","238.5",1,2,"Check-Out","2017-07-22"
"City Hotel",1,12,2017,"February",6,9,1,3,2,3,0,"HB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","83",NULL,0,"Transient","238.4",0,0,"Canceled","2017-01-30"
"Resort Hotel",0,2,2017,"August",33,16,0,2,1,0,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",1,"No Deposit","250",NULL,0,"Transient-Party","238.3",0,1,"Check-Out","2017-08-18"
"Resort Hotel",0,12,2017,"August",31,2,1,4,1,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","314",NULL,0,"Transient","238.26",0,0,"Check-Out","2017-08-07"
"Resort Hotel",1,116,2016,"August",34,18,2,5,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241",NULL,0,"Transient","238.16",0,0,"Canceled","2016-04-24"
"City Hotel",0,17,2016,"September",38,17,2,2,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","8",NULL,0,"Transient","238.15",0,2,"Check-Out","2016-09-21"
"Resort Hotel",0,26,2016,"August",35,22,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","238.14",0,3,"Check-Out","2016-08-29"
"Resort Hotel",0,116,2016,"August",34,20,3,6,2,2,0,"HB","ESP","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","238.1",0,0,"Check-Out","2016-08-29"
"Resort Hotel",1,110,2017,"July",27,2,2,5,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","238",0,1,"Canceled","2017-03-14"
"City Hotel",0,1,2017,"July",30,27,0,1,1,1,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",1,"No Deposit",NULL,NULL,0,"Transient","238",0,0,"Check-Out","2017-07-28"
"Resort Hotel",1,160,2017,"August",33,19,2,3,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","238",0,0,"Canceled","2017-03-12"
"Resort Hotel",0,189,2017,"August",32,12,2,4,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",4,"No Deposit","250",NULL,0,"Transient","238",0,3,"Check-Out","2017-08-18"
"Resort Hotel",1,20,2017,"June",24,16,0,2,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","238",0,0,"Canceled","2017-05-29"
"Resort Hotel",1,160,2017,"August",33,19,2,3,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","238",0,0,"Canceled","2017-03-12"
"Resort Hotel",0,128,2017,"July",27,8,2,5,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240",NULL,0,"Transient","238",0,2,"Check-Out","2017-07-15"
"Resort Hotel",0,214,2016,"August",34,19,3,7,2,2,0,"BB","IRL","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","238",0,1,"Check-Out","2016-08-29"
"Resort Hotel",0,0,2017,"August",34,23,0,1,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",1,"No Deposit",NULL,NULL,0,"Transient","238",0,0,"Check-Out","2017-08-24"
"Resort Hotel",0,98,2016,"August",34,15,1,5,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","238",1,0,"Check-Out","2016-08-21"
"Resort Hotel",1,119,2017,"June",25,24,2,5,2,2,0,"HB","SVK","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","238",0,0,"Canceled","2017-03-09"
"City Hotel",1,22,2017,"March",11,15,2,6,3,0,0,"BB","AGO","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","238",0,0,"No-Show","2017-03-15"
"City Hotel",0,0,2016,"August",34,16,0,1,2,1,0,"BB","FRA","Direct","Direct",0,0,0,"A","F",0,"No Deposit","14",NULL,0,"Transient","238",1,0,"Check-Out","2016-08-17"
"Resort Hotel",0,13,2016,"August",34,16,0,4,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242",NULL,0,"Transient","237.9",0,2,"Check-Out","2016-08-20"
"City Hotel",0,31,2016,"December",49,3,2,2,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","237.75",0,0,"Check-Out","2016-12-07"
"Resort Hotel",0,0,2016,"July",32,31,2,2,2,0,0,"BB","USA","Direct","TA/TO",1,0,1,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","237.75",0,1,"Check-Out","2016-08-04"
"City Hotel",0,37,2016,"July",29,13,2,5,3,1,0,"BB","FRA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","237.73",0,3,"Check-Out","2016-07-20"
"City Hotel",0,80,2017,"August",32,6,2,5,3,0,0,"BB","ROU","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","9",NULL,0,"Transient","237.71",0,0,"Check-Out","2017-08-13"
"Resort Hotel",0,9,2017,"July",28,14,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","237.71",0,1,"Check-Out","2017-07-21"
"Resort Hotel",0,146,2017,"August",33,19,2,5,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient-Party","237.71",0,1,"Check-Out","2017-08-26"
"Resort Hotel",0,5,2016,"July",31,26,1,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","237.67",1,1,"Check-Out","2016-08-01"
"Resort Hotel",0,60,2016,"August",34,20,2,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient-Party","237.67",0,1,"Check-Out","2016-08-26"
"City Hotel",0,15,2017,"July",27,6,0,2,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","7",NULL,0,"Transient","237.6",0,1,"Check-Out","2017-07-08"
"City Hotel",1,111,2016,"August",33,7,2,3,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","237.6",0,0,"Canceled","2016-05-23"
"Resort Hotel",0,32,2017,"August",32,8,0,4,2,1,0,"BB","CN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241",NULL,0,"Transient","237.6",0,1,"Check-Out","2017-08-12"
"Resort Hotel",0,12,2016,"August",35,24,0,3,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","C",1,"No Deposit","339",NULL,0,"Transient","237.6",0,0,"Check-Out","2016-08-27"
"Resort Hotel",1,168,2017,"August",33,17,2,6,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","237.5",0,2,"Canceled","2017-03-27"
"Resort Hotel",1,52,2017,"July",30,29,2,2,2,1,0,"BB","MAR","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","237.5",0,0,"Canceled","2017-06-30"
"Resort Hotel",1,157,2017,"August",34,22,0,4,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","237.5",0,0,"Canceled","2017-07-05"
"City Hotel",0,16,2017,"July",27,5,0,1,3,1,0,"BB","USA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","237.48",0,1,"Check-Out","2017-07-06"
"Resort Hotel",0,61,2015,"August",33,9,2,5,3,0,0,"FB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","149",NULL,0,"Transient","237.45",1,2,"Check-Out","2015-08-16"
"Resort Hotel",1,347,2017,"July",29,21,2,4,2,0,1,"Undefined","PRT","Direct","Direct",0,0,0,"G","G",1,"No Deposit","250",NULL,0,"Transient","237.34",0,3,"Canceled","2017-05-16"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"Resort Hotel",1,28,2016,"July",29,14,0,3,3,1,0,"BB","CN","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","237.33",0,0,"Canceled","2016-06-30"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NULL,NULL,0,"Transient-Party","237.33",0,0,"Check-Out","2016-01-02"
"City Hotel",0,76,2016,"June",25,17,2,2,2,0,0,"BB","EGY","Online TA","TA/TO",0,0,0,"B","B",6,"No Deposit","9",NULL,0,"Transient","237.2",0,1,"Check-Out","2016-06-21"
"Resort Hotel",1,88,2017,"July",30,24,1,4,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","237",0,1,"Canceled","2017-04-30"
"Resort Hotel",1,136,2015,"July",30,20,2,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,1,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","237",0,0,"Canceled","2015-03-24"
"Resort Hotel",1,149,2015,"July",31,29,4,12,2,2,0,"BB","PRT","Online TA","TA/TO",0,1,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","237",0,2,"Canceled","2015-04-16"
"Resort Hotel",0,58,2016,"June",25,17,2,2,2,2,0,"HB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","237",0,1,"Check-Out","2016-06-21"
"City Hotel",0,7,2016,"September",37,9,2,3,2,0,1,"BB","CHE","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","237",0,2,"Check-Out","2016-09-14"
"Resort Hotel",1,85,2017,"July",30,24,1,4,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","237",0,0,"Canceled","2017-05-02"
"Resort Hotel",1,73,2017,"July",29,21,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242",NULL,0,"Transient","237",0,1,"No-Show","2017-07-21"
"City Hotel",0,17,2016,"June",27,29,0,2,3,1,0,"BB","USA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","237",0,1,"Check-Out","2016-07-01"
"Resort Hotel",0,80,2017,"July",29,20,2,5,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","237",0,2,"Check-Out","2017-07-27"
"Resort Hotel",0,17,2017,"July",30,26,2,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient-Party","237",0,1,"Check-Out","2017-08-01"
"Resort Hotel",0,17,2017,"July",30,26,2,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient-Party","237",0,1,"Check-Out","2017-08-01"
"Resort Hotel",1,165,2016,"August",34,18,0,3,2,0,0,"HB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","237",0,0,"Canceled","2016-04-27"
"Resort Hotel",1,165,2016,"August",34,18,0,3,2,0,0,"HB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","237",0,0,"Canceled","2016-04-27"
"Resort Hotel",1,165,2016,"August",34,18,0,3,2,0,0,"HB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","237",0,0,"Canceled","2016-04-27"
"Resort Hotel",1,107,2016,"July",30,17,2,4,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250",NULL,0,"Transient","237",0,1,"Canceled","2016-04-04"
"Resort Hotel",0,128,2017,"August",35,28,1,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","237",0,2,"Check-Out","2017-09-02"
"Resort Hotel",1,3,2015,"August",31,1,2,3,2,2,0,"HB","PRT","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","237",0,1,"Canceled","2015-07-29"
"Resort Hotel",0,151,2017,"August",32,6,2,5,2,0,0,"HB","PRT","Direct","TA/TO",1,0,1,"D","D",1,"No Deposit","250",NULL,0,"Transient","236.93",0,2,"Check-Out","2017-08-13"
"Resort Hotel",0,89,2016,"August",34,15,3,6,2,0,0,"HB","RUS","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250",NULL,0,"Transient","236.93",0,1,"Check-Out","2016-08-24"
"Resort Hotel",0,131,2017,"July",30,29,2,5,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236.86",1,3,"Check-Out","2017-08-05"
"Resort Hotel",0,155,2017,"August",34,25,2,3,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250",NULL,0,"Transient","236.85",0,3,"Check-Out","2017-08-30"
"Resort Hotel",1,91,2016,"August",33,7,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",4,"No Deposit","240",NULL,0,"Transient","236.71",0,0,"Canceled","2016-05-22"
"City Hotel",1,37,2017,"June",23,8,0,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","236.67",0,1,"Canceled","2017-05-11"
"Resort Hotel",0,291,2016,"August",34,15,1,2,3,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"H","H",1,"No Deposit","240",NULL,0,"Transient","236.67",0,2,"Check-Out","2016-08-18"
"Resort Hotel",1,99,2017,"August",35,27,2,4,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236.67",0,1,"Canceled","2017-05-20"
"Resort Hotel",1,66,2016,"July",29,15,2,4,2,2,0,"BB","IRL","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240",NULL,0,"Transient","236.67",0,0,"Canceled","2016-05-27"
"City Hotel",0,16,2017,"July",28,11,0,3,2,2,0,"BB","FIN","Online TA","TA/TO",0,0,0,"F","G",0,"No Deposit","9",NULL,0,"Transient","236.67",0,0,"Check-Out","2017-07-14"
"City Hotel",0,32,2017,"June",23,5,1,5,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","236.67",0,1,"Check-Out","2017-06-11"
"City Hotel",1,99,2016,"October",43,21,2,3,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","236.52",0,0,"Canceled","2016-07-16"
"Resort Hotel",0,88,2015,"August",35,23,2,5,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,1,"E","F",0,"No Deposit",NULL,NULL,0,"Transient","236.5",1,3,"Check-Out","2015-08-30"
"Resort Hotel",1,135,2016,"August",34,15,1,3,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","240",NULL,0,"Transient","236.5",0,0,"Canceled","2016-04-17"
"City Hotel",0,25,2017,"August",35,30,0,3,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"E","F",1,"No Deposit","9",NULL,0,"Transient","236.33",0,3,"Check-Out","2017-09-02"
"Resort Hotel",0,27,2016,"August",35,22,2,5,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236.14",0,1,"Check-Out","2016-08-29"
"City Hotel",1,15,2016,"September",39,18,4,10,1,2,0,"BB","AGO","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","236.14",0,1,"Canceled","2016-09-17"
"Resort Hotel",0,253,2017,"August",32,9,0,3,3,1,0,"BB","GBR","Direct","Direct",0,0,0,"H","H",2,"No Deposit","250",NULL,0,"Transient","236.1",1,1,"Check-Out","2017-08-12"
"Resort Hotel",0,13,2015,"August",34,21,2,4,2,0,0,"FB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient","236",0,0,"Check-Out","2015-08-27"
"Resort Hotel",1,116,2016,"August",32,5,0,1,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",0,0,"Canceled","2016-04-14"
"Resort Hotel",0,21,2015,"August",33,14,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",0,1,"Check-Out","2015-08-16"
"Resort Hotel",1,161,2017,"August",34,20,2,3,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",0,1,"Canceled","2017-03-27"
"Resort Hotel",0,12,2016,"August",32,4,1,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","236",0,0,"Check-Out","2016-08-08"
"Resort Hotel",0,153,2015,"August",33,9,2,3,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","E",1,"No Deposit","240",NULL,0,"Transient","236",1,1,"Check-Out","2015-08-14"
"Resort Hotel",0,7,2016,"July",28,5,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"E","E",1,"No Deposit","240",NULL,0,"Transient","236",1,2,"Check-Out","2016-07-07"
